student_id,student_name,father_name,gender,age,class,python_marks,java_marks,ruby_marks,cpp_marks,sql_marks,city,admission_date
ID_307,  Stephanie Gibson  ,Carmen White,Male,,BSCS,eighty,,102,NULL,?,SOUTH EDWARDTON,29/02/2024
ID_308,melanie king,unknown,unknown,200,BSCS,,,105,,-34,,1978-01-28
,Martin Wilson,Michelle Stuart123,,23,bs-cs,,,,13,72,,09/10/2024
311,DEBORAH HENDERSON,Rodney Mccoy,Male,200,10th,,90 ,,,?,Buckleyville,1992-04-29
312,,Colton Castillo,,,12th,N/A,90 ,,,40,SOUTH MICHAELFORT,"April 11, 2025"
313,Dawn Watts,Ruth Bryant,unknown,21,,118,12,-26,90,?,PORT ALYSSA,2004-10-28
314,,,unknown,twenty,12th,65,90 ,absent,NULL,,PORT TARA,16/04/2023
ID_314,ROBIN RUSSELL,Alyssa Brown,,21,BS-CS,,106,absent,,11,West Jenniferland,30/04/2024
316,kimberly hansen,Krystal Wilson,Female,twenty,11th,,,absent,66,?,Stephensburgh,2002-03-17
317,WALTER MARKS,unknown,M,-5,BS-CS,111,,absent,,,123City,18/01/2026
ID_317,  Jonathon Holt  ,Barbara Williams123,unknown,200,BS-CS,12,,,,?,STOKESHAVEN,2021.06.03
,Kayla Singh,unknown,unknown,27,,N/A,,absent,NULL,-28,,"December 23, 2022"
320,  Katherine Perkins  ,Rachel Mack,,200,10th,N/A,,absent,98,,Lake Derekton,not_a_date
321,,Robert Green123,unknown,twenty,10th,N/A,12,absent,NULL,?,123City,"June 25, 2023"
,,unknown,F,27,,N/A,90 ,13,,28,123City,15/02/2022
ID_322,leah larson,Ryan Cox123,Male,200,,eighty,,,,93,Williamfort,2023.03.07
ID_323,,,Male,,BSCS,37,,,NULL,78,,2023.02.03
ID_324,  Gabriel Miller  ,Sean Kim,M,-5,bs-cs,,,23,NULL,131,HERRERABURY,2021.11.20
326,jason hernandez,,Female,twenty,BSCS,-15,115,absent,,?,Melissaside,2022.03.26
327,,Monica Hernandez,unknown,-5,BS-CS,N/A,90 ,50,,,,not_a_date
,,Daniel Stanton,,,BS-CS,,71,41,NULL,?,Lake Anthonyshire,2021.05.06
,,Jesse Knight,M,,12th,N/A,,35,5,,Hinesberg,15/08/2022
ID_329,,,,23,12th,120,127,-22,NULL,44,,"June 06, 2021"
ID_330,,Michelle Nunez,F,twenty,,N/A,90 ,-17,NULL,?,123City,24/10/2024
ID_331,Scott Edwards,Samuel Taylor,Female,19,,,90 ,absent,NULL,?,123City,not_a_date
,samantha moore,unknown,Female,200,11th,N/A,,,70,,NORTH RODNEYPORT,
ID_333,Donald Dalton,Nicole Smith,unknown,200,,N/A,90 ,-11,NULL,?,LAKE WALTERFURT,not_a_date
,dr. timothy henry,unknown,,200,11th,,93,36,,35,WEST PAMELAHAVEN,2021.06.23
336,,unknown,,200,BS-CS,N/A,,-21,NULL,?,123City,2010-05-10
337,Crystal Graham,Anthony Mcclure,,-5,,,,63,,119,OLIVIASHIRE,2003-08-01
ID_337,,,Male,24,bs-cs,N/A,,,35,59,North Mark,15/11/2023
339,Derek Harris,William Perez123,Male,twenty,10th,106,,absent,NULL,?,Littleville,
,  Elizabeth Prince  ,unknown,F,twenty,12th,-4,,37,76,,,2022.02.20
341,,Mary Brown,unknown,200,11th,-11,32,absent,,,East Paul,2023.06.11
342,Nathaniel Jackson,,unknown,17,bs-cs,4,90 ,51,NULL,,123City,not_a_date
ID_342,Mary Johnson,unknown,unknown,-5,BS-CS,17,,absent,51,?,Hernandezville,02/04/2022
ID_343,,Connie Webster123,,twenty,,-5,,,NULL,6,123City,not_a_date
ID_344,,unknown,Female,twenty,bs-cs,N/A,,40,63,?,JENNIFERTON,"November 24, 2023"
346,STEPHANIE RODRIGUEZ,Scott Thompson,M,-5,BS-CS,N/A,90 ,absent,NULL,,Elizabethton,2025.09.05
,  Jody Day  ,Natalie Morales123,Female,,BS-CS,23,,,,,MICHAELPORT,2024.10.02
348,  Kylie Mclaughlin  ,,Female,200,,19,,,65,?,Graybury,2022.08.23
349,,Hannah Carr,Male,25,10th,eighty,,,,-10,,23/03/2022
350,Stephanie Chung,Lonnie Foster,F,200,BS-CS,,,,,128,,
ID_350,,Lisa King,Female,21,11th,eighty,,absent,,?,EAST SUSAN,"January 16, 2022"
ID_351,JOSHUA JOHNSON,,unknown,twenty,BSCS,eighty,114,absent,NULL,?,123City,1976-05-20
ID_352,,Jeremy Clark,,,,N/A,,,,?,Pattersontown,"June 01, 2022"
ID_353,  Stephanie Rice  ,Matthew Horton,unknown,200,,87,90 ,,,69,123City,2023.02.24
,,Krista Cabrera,unknown,twenty,10th,N/A,,-24,NULL,?,NICOLEPORT,"February 10, 2025"
356,ruben mosley,Brian Baldwin,M,,,N/A,,absent,71,?,,"April 14, 2021"
357,Amy Powell,Sarah Navarro,M,28,BS-CS,30,,104,,8,NEW MELINDAVILLE,2011-12-02
358,MICHEAL MATTHEWS,Deanna Morton,M,26,BS-CS,94,90 ,50,NULL,?,Lake Shirleymouth,2021.08.30
,anthony smith,Susan Calhoun,Male,200,,eighty,90 ,58,,,North Johnny,2008-08-12
360,ANNA SCHNEIDER,Maria Rasmussen,Male,25,BS-CS,eighty,90 ,,NULL,?,NATASHATON,1985-07-04
361,JOSHUA MAY,Barbara Kelley,Male,,,18,,,,79,123City,
ID_361,Deborah West,Cynthia Hodges123,F,,,eighty,90 ,9,NULL,?,,
,,Matthew Evans123,,21,bs-cs,eighty,,-9,NULL,?,123City,not_a_date
,,Nina Burns,,200,,108,,absent,82,1,LAKE VERONICA,2024.06.05
365,,Melinda Sanchez,M,200,,N/A,35,,,,,1993-10-10
ID_365,  Jacqueline Abbott  ,Steven Morse,M,200,11th,,,,NULL,116,123City,14/07/2024
367,,Jill Torres123,,,BSCS,,-9,,,18,,not_a_date
,  Mary Fritz  ,Lorraine Suarez123,unknown,,BS-CS,,,50,43,?,,2022.03.04
ID_368,Kyle Nunez,,,21,11th,eighty,,104,84,?,,"September 10, 2022"
370,Andrea Smith,unknown,M,200,BSCS,,,absent,14,112,,2024.02.08
371,Paul Moore,Rodney Thompson,M,200,BSCS,N/A,,absent,32,108,,1991-08-04
372,,,M,-5,10th,eighty,,,73,?,Brownview,
373,jonathan butler,unknown,,200,10th,N/A,,94,NULL,?,,1971-02-25
374,Ryan Brown,Stephanie Lewis123,Female,,,82,,44,36,?,Port Robert,"July 10, 2023"
,CAITLIN WILLIAMS,,unknown,200,BSCS,46,,absent,NULL,?,123City,
ID_375,Dylan Allen,Emily Phelps,,,,N/A,,78,NULL,?,,
,melissa boyd,Elizabeth Jenkins,Female,200,11th,N/A,90 ,,NULL,,SOUTH JEFFREY,not_a_date
ID_377,,Sandra Whitaker,unknown,200,BSCS,70,,absent,NULL,,SUSANTOWN,"June 11, 2022"
,,Mallory Decker,M,twenty,10th,,90 ,,NULL,?,,not_a_date
,,Brett Gutierrez,M,29,,eighty,,25,,,,"September 30, 2024"
381,carol ford,Brenda Olsen123,F,,12th,N/A,,absent,,?,,1977-11-23
382,amanda russell,unknown,F,,BS-CS,eighty,,,12,,,1994-06-14
ID_382,kari sherman,Victor Leach,Female,26,bs-cs,50,93,,,?,Lake Kristy,2023-02-20
ID_383,gavin young,,M,18,11th,N/A,,,,?,,05/05/2021
385,,,M,-5,,N/A,12,,,?,,2021.03.28
386,Samuel Frank,Kaitlyn Gomez,Female,twenty,10th,38,,,NULL,?,123City,2009-01-21
ID_386,Christopher Castaneda,Nancy Adams,M,200,BS-CS,115,90 ,absent,60,,New Hannahhaven,11/02/2021
388,  Stacy Harper  ,,F,-5,bs-cs,N/A,90 ,,,,123City,1995-05-02
ID_388,Alicia Alexander,unknown,,-5,BSCS,N/A,,95,,?,123City,not_a_date
390,james meadows,Kevin Johnson,Female,,,102,90 ,absent,62,-44,123City,2004-08-29
391,william kelley,Christina Cruz123,F,200,BSCS,57,47,absent,76,147,Andradeview,not_a_date
392,CODY CHAVEZ,Sean Green,,-5,,eighty,,23,,,,
393,Tina Williams,Robin Ward123,,,11th,,,,,,,"May 17, 2025"
ID_393,CHRISTOPHER MOORE,Mark Mack123,Male,200,12th,,11,absent,NULL,?,123City,
395,John Simpson,Steven Austin,M,,10th,N/A,1,absent,6,76,,not_a_date
396,,,F,,12th,109,,absent,32,?,,2018-09-24
397,RANDALL SMITH DVM,unknown,,,,,,absent,93,39,,1976-12-25
398,michael hill,Lindsay Collins MD,unknown,,12th,,,,NULL,77,,not_a_date
ID_398,,unknown,Female,twenty,BS-CS,,,absent,NULL,34,,not_a_date
400,Jennifer Weaver,Eric Scott,,-5,bs-cs,51,,,NULL,87,,
401,cynthia terrell,Holly Jimenez123,F,17,BSCS,N/A,,absent,NULL,?,PORT JAMES,not_a_date
402,brian webb,Carl Copeland,Male,twenty,BS-CS,,,,77,35,,1973-09-11
403,  Erika Robinson  ,,M,twenty,BSCS,89,48,absent,NULL,,South Jillfort,not_a_date
404,  Steven Hicks  ,Paul Wells,Female,twenty,,6,60,,NULL,-43,123City,17/11/2024
405,LISA WOODS,Nancy Wells,unknown,,10th,eighty,116,65,43,?,,2022.03.27
ID_405,PHILLIP HARRISON,,unknown,200,12th,66,,,NULL,33,Rileychester,not_a_date
,,Michelle Huber,,,11th,eighty,,absent,,?,123City,2021-06-26
408,jaime williams,Ricky Johnson,Female,,,N/A,97,,99,122,,1989-07-05
409,  Natalie Nelson  ,Paul Black,Female,twenty,12th,42,90 ,52,44,,,not_a_date
410,  Hailey Cunningham  ,,M,200,,,-2,92,,85,,23/08/2022
411,,unknown,F,20,10th,43,-5,,NULL,131,,2023.06.12
412,JENNIFER BROWN,,Male,23,,eighty,,,,-18,,"May 02, 2021"
413,  Virginia Johnson  ,Marc Ferguson,Female,200,11th,103,,absent,3,,,
,ROSE LI,Michael Fuller,,200,bs-cs,,,32,NULL,-3,STEPHENBURY,2005-01-11
,,unknown,M,200,10th,eighty,,-6,NULL,?,CLARKSHIRE,2024.07.19
ID_415,,Sophia Peters MD123,F,twenty,11th,eighty,109,65,NULL,50,,12/06/2025
ID_416,Robert Preston,William Holland,,,,1,90 ,80,,3,JONESBURGH,
418,LISA HUGHES,unknown,,200,,N/A,90 ,42,NULL,105,WEST HANNAHMOUTH,2004-06-28
ID_418,  Rachael Owens  ,Madison Martinez,Male,28,bs-cs,,115,absent,59,,,"June 30, 2025"
ID_419,,Jeffrey James123,unknown,200,11th,,90 ,48,50,,123City,not_a_date
ID_420,James Myers,,,200,,N/A,90 ,81,80,3,123City,2022.03.10
,,Benjamin Turner,F,17,,N/A,,absent,NULL,?,,
423,kristin gross,Jon Dunn,,29,bs-cs,N/A,,absent,,,LAKE TODD,01/07/2023
ID_423,,Brian Hunt,,-5,12th,54,,absent,NULL,,123City,
425,cynthia martinez,Jennifer Gardner,,-5,BS-CS,eighty,74,absent,,,,"September 03, 2024"
,ANDREW MAYER,Helen Cameron,unknown,200,BSCS,eighty,,,24,,,not_a_date
427,Tracy Smith,Julie Cole,,200,bs-cs,eighty,6,absent,47,41,South Kyleville,
,Kimberly Hodge,Jill Howard,Female,200,,1,,,NULL,?,Johnsonshire,
429,Samantha Barnes,,,twenty,10th,75,,33,38,92,West Karenshire,2021-09-26
ID_429,,unknown,F,-5,,eighty,,-10,NULL,11,123City,"May 22, 2024"
ID_430,  Jimmy Williams  ,Jennifer Pacheco,M,twenty,,,90 ,25,,,,07/03/2025
,  Anita Jordan  ,unknown,F,,,-4,57,absent,96,,,2023.02.01
ID_432,michael ferguson,,Female,15,12th,,90 ,,61,?,,04/11/2024
ID_433,  Monique Kennedy  ,Amy Johnson,F,200,11th,eighty,,,,?,123City,2000-08-29
ID_434,William Johnson,,Male,twenty,,N/A,,absent,NULL,90,123City,"October 20, 2023"
,TYLER LEE,unknown,F,18,,64,,absent,NULL,?,North Amanda,not_a_date
,,Jordan Santos123,F,,10th,eighty,,60,18,?,,
438,,,unknown,,12th,76,90 ,102,81,,KEVINTON,not_a_date
,MELISSA TERRY,Evan Wilson123,unknown,twenty,,96,90 ,74,NULL,,SETHTON,not_a_date
ID_439,Marilyn Collins,Curtis Matthews123,,-5,bs-cs,,90 ,,NULL,,,not_a_date
ID_440,,,,twenty,12th,N/A,,,87,,Christinaberg,not_a_date
442,,Lori Terrell123,Male,20,BSCS,74,109,,,33,,2022.12.01
ID_442,,,F,27,12th,7,90 ,,,-40,123City,2023.05.28
ID_443,,unknown,unknown,twenty,bs-cs,eighty,124,-24,NULL,71,Jamiemouth,21/08/2023
ID_444,,John Morales,M,-5,BSCS,,90 ,,NULL,19,,not_a_date
446,  Dr. Jason Daniel DVM  ,Jamie Anderson,Male,-5,12th,eighty,,absent,43,,WATSONSIDE,2024.12.24
,  Brandon Kim  ,Derrick Ortiz,Male,,bs-cs,49,2,10,,?,,"June 10, 2021"
448,Elizabeth Gutierrez,Nathan Byrd,,21,BSCS,eighty,,-18,NULL,,,04/01/2024
449,  Beth Perez  ,unknown,M,,BSCS,111,,,8,49,Port Sarah,not_a_date
450,,Alexander Sullivan123,,twenty,12th,,,absent,NULL,116,Wellsport,2025.07.13
451,  Holly Mejia  ,unknown,,twenty,BSCS,eighty,,,16,139,,2022-05-18
,brenda hale,Scott Mendoza,unknown,21,10th,eighty,69,29,NULL,,BERRYBURY,2021.03.14
ID_452,  Richard Mills  ,William Hall123,unknown,,10th,,,absent,,,New Erica,1991-03-26
454,Robert Tate,Bryan Hinton123,M,17,10th,59,,,42,?,,18/03/2025
455,  Mrs. Julia Davis DVM  ,Mark Thompson,M,,,33,,absent,,,,not_a_date
,PAMELA LITTLE DVM,Natasha Mitchell123,Female,24,BS-CS,,,absent,88,?,123City,
ID_456,,,,15,BS-CS,51,,61,NULL,?,,"June 12, 2023"
ID_457,ryan ortiz,Brooke Welch123,Male,200,,N/A,90 ,absent,20,,Lake Gregorymouth,not_a_date
459,denise schmidt,Maria Berg123,,18,12th,N/A,,absent,NULL,,,28/11/2024
460,Brenda Brewer,Alexis Flores123,,,,,90 ,69,,-29,NEW JACQUELINE,"June 03, 2023"
,Donald Mack,Penny Ford,unknown,twenty,BS-CS,,90 ,absent,82,,,2023.08.20
ID_461,donna hunter,Bradley Gardner123,unknown,28,,31,90 ,,,?,EAST CHRISTINEMOUTH,16/02/2023
ID_462,,,F,twenty,,42,,,,,ADAMSFORT,2023.05.23
464,,,unknown,18,10th,,90 ,-10,79,-9,KARLPORT,2025.12.12
,  Morgan Velasquez DDS  ,unknown,Female,,11th,47,90 ,62,NULL,28,,2024.07.22
466,,,M,-5,BSCS,eighty,90 ,absent,,?,123City,16/01/2024
,christopher ferrell,unknown,M,28,,26,4,,,?,Lake Susan,"April 09, 2021"
468,ERIC OLSON,Stephanie Fitzpatrick123,Female,-5,BS-CS,39,,absent,,25,MICHELLEBOROUGH,1992-09-21
,,unknown,F,200,10th,eighty,,96,96,,,2004-02-04
470,VICTOR LEWIS,Thomas Lindsey,unknown,-5,11th,,-1,absent,NULL,?,Port Katrina,2014-07-02
,,Mark Ramirez,Male,16,12th,,,,,43,123City,2023.10.27
472,,Kevin Peterson,Male,200,11th,eighty,-5,,NULL,139,,
473,,Katie Lamb,,27,BSCS,eighty,,77,NULL,115,FERGUSONHAVEN,not_a_date
,,,Male,-5,BSCS,N/A,90 ,,,,,not_a_date
ID_474,,,Male,20,,N/A,90 ,,,,ANNVILLE,"March 29, 2022"
ID_475,  Kevin Daniel  ,John Simmons123,M,,BSCS,87,90 ,absent,91,?,HAROLDVIEW,30/11/2023
ID_476,kristi parker,,M,,11th,-2,90 ,,,?,,not_a_date
478,Sally Nicholson DDS,unknown,unknown,-5,bs-cs,N/A,90 ,absent,NULL,?,,
479,Douglas Lee,,M,-5,BSCS,N/A,,absent,,?,123City,27/08/2021
480,  Justin Melendez  ,unknown,F,200,12th,55,123,-22,81,?,123City,"March 31, 2025"
,KATRINA JORDAN,William Nguyen123,Female,200,10th,N/A,,43,,,123City,06/06/2022
,Jared Best,Gabrielle Howard,,22,BS-CS,23,,,24,17,East Michaelborough,2004-04-01
ID_482,,Kelly Swanson,unknown,,11th,100,,87,,,,1974-04-29
484,nancy moore,Leslie Alexander,Female,200,10th,39,,,NULL,43,Port Suzannetown,24/04/2024
485,  Susan Hicks  ,Charles Schultz,,20,10th,eighty,90 ,,90,,JONESVILLE,21/07/2023
486,Sharon Powell,Jessica Carson,M,,,7,90 ,absent,NULL,74,,
ID_486,,unknown,,200,BSCS,N/A,,absent,NULL,89,123City,2022.11.02
ID_487,,Ashley Patton123,,16,12th,85,86,,87,,,2024.02.01
ID_488,,,Male,200,10th,,,,NULL,?,,29/10/2023
490,,Renee Ramirez,,26,BS-CS,,,absent,NULL,?,Harrisonville,
491,,Stephen Marshall123,Male,-5,bs-cs,eighty,90 ,,,,Jessicachester,not_a_date
492,  David Conway  ,,unknown,22,bs-cs,N/A,61,-12,NULL,,Farrellfurt,15/08/2021
ID_492,,Ray Nelson,F,-5,bs-cs,N/A,,absent,NULL,27,,not_a_date
ID_493,  Martin Bryant  ,Elizabeth Cooper123,M,,10th,-20,90 ,absent,,,WOLFLAND,not_a_date
ID_494,,,Male,200,bs-cs,eighty,90 ,,NULL,?,123City,
ID_495,  Anthony Lynch  ,,,200,12th,eighty,,62,NULL,,Jaredview,not_a_date
ID_496,,Hannah Fisher123,M,twenty,12th,N/A,,,46,,,18/05/2025
498,,Adrian Guzman,Female,24,,,,,64,24,,12/06/2021
499,,unknown,unknown,26,BSCS,N/A,,61,18,,,"December 03, 2024"
,  Kelsey Brown  ,Scott Haley,F,200,BS-CS,49,,44,,117,,not_a_date
501,eric smith,Jordan Fritz,F,,BSCS,N/A,90 ,absent,NULL,,,
502,Amy Barnes,Nicholas Jackson123,,,10th,eighty,,-21,8,?,Paulchester,not_a_date
503,,unknown,unknown,200,12th,,,absent,NULL,?,DANIELCHESTER,not_a_date
,,Dorothy Chase,,,bs-cs,81,90 ,,98,26,123City,2025.08.07
,katherine cox,unknown,F,,10th,80,,absent,,134,West Robert,
,,Katherine Johnson123,Female,200,BS-CS,,,absent,8,?,,not_a_date
507,  Katelyn Cabrera  ,Anna Mills123,,-5,bs-cs,N/A,,absent,NULL,?,,not_a_date
ID_507,,David Hughes,Male,-5,10th,eighty,12,absent,74,39,Hartmanmouth,2017-05-10
509,,Susan Mclean,Male,,12th,N/A,12,absent,97,,Andersonfurt,2021.09.07
510,,Taylor Tapia,Male,200,BSCS,eighty,39,absent,93,10,CAROLYNLAND,2025.06.14
511,AMANDA BAKER,,Male,,bs-cs,eighty,,,NULL,?,SHAWNHAVEN,2000-09-06
512,,Jennifer Armstrong123,F,twenty,bs-cs,N/A,90 ,absent,NULL,?,,
ID_512,  Derrick Ortiz  ,,,30,12th,,90 ,absent,99,?,,2021.07.04
514,JAMIE JONES,David Santos MD,Male,,10th,N/A,90 ,absent,NULL,,123City,"December 03, 2022"
515,ROBIN KIM,unknown,Male,200,12th,,90 ,73,NULL,?,,27/01/2023
516,,John Chandler123,Female,-5,bs-cs,N/A,,absent,NULL,,123City,2023.01.27
517,Thomas Stewart,unknown,M,200,12th,43,,absent,18,,Whiteburgh,2023.09.07
,Ashley Gonzalez,Edward Herrera,,200,bs-cs,,91,8,,127,Port Leah,2022.10.20
519,Mark Griffin,unknown,F,-5,10th,eighty,,absent,,,Lake Sarahton,"January 11, 2023"
520,jim santos,unknown,Female,200,11th,90,,absent,,?,,not_a_date
,,unknown,Female,25,12th,eighty,,19,,,,2021.12.29
,,Carrie Matthews,,,,112,13,absent,NULL,78,SOUTH NORMA,not_a_date
523,MANUEL LONG,Yolanda Cohen123,Male,-5,,,8,,NULL,?,123City,09/10/2023
ID_523,Anna Holt,unknown,,-5,bs-cs,4,90 ,89,NULL,,,
ID_524,  Betty Boyer  ,Nancy Dalton,,twenty,BSCS,eighty,90 ,,,,,not_a_date
,James Martin,Anthony Lawson,F,,bs-cs,45,90 ,3,,103,GROSSLAND,"December 10, 2021"
527,  David Buchanan  ,Jeffrey Terry123,F,-5,10th,eighty,9,absent,52,138,,
,jessica hicks,,,twenty,bs-cs,N/A,90 ,3,NULL,53,,1975-01-16
529,,Thomas Johnson123,Male,-5,,N/A,,absent,,57,,1994-04-27
ID_529,  Mr. Robert Waters  ,Stephanie Serrano,Male,18,bs-cs,N/A,,,NULL,,Jenniferland,"October 01, 2024"
531,  Samantha Kennedy  ,Louis Norton,,-5,12th,,,absent,30,?,NORTH MICHAEL,"July 12, 2022"
532,,,M,200,11th,eighty,,absent,NULL,,,1979-09-09
533,  Joshua Turner  ,Laura Romero,F,-5,12th,5,,21,,?,,
,Edward Nixon,Gary Turner123,,twenty,12th,55,,,12,?,,not_a_date
ID_534,  Gabrielle Underwood  ,,,200,,eighty,,,,?,123City,not_a_date
536,STACY KING,Matthew Riley,Female,200,12th,eighty,,53,,,SOUTH JOSESIDE,
537,,Robin Pena,Female,,BS-CS,94,,-18,NULL,-12,NEW COURTNEYPORT,"July 05, 2024"
538,,Anthony Coleman,F,-5,10th,,,absent,57,?,,"May 28, 2025"
539,,,F,22,12th,17,,absent,,?,HERNANDEZVILLE,22/09/2023
,,unknown,,200,bs-cs,,,93,36,,,
,LEE RICHARDSON,Steven Chung,unknown,twenty,BSCS,,,absent,53,?,,17/04/2024
542,malik garcia,Samantha Davis,,200,BSCS,0,90 ,,,,,
,  Sandra Smith  ,Melissa Ward123,,,12th,eighty,90 ,,14,?,123City,not_a_date
,ZACHARY HAHN,Hunter Grant,M,,BSCS,N/A,90 ,absent,NULL,?,East Stephanieland,2021.08.13
,MARCO WILLIAMS,Tyler Jones,M,-5,BS-CS,N/A,90 ,,NULL,40,NEW CASSANDRA,
ID_545,AARON TAYLOR,unknown,F,-5,11th,eighty,,absent,NULL,-38,BISHOPCHESTER,
,  Jennifer Burton  ,Timothy Chung,unknown,twenty,BS-CS,-4,,,NULL,-39,Melissaberg,1998-04-08
,Douglas Decker,,Female,-5,10th,39,,absent,32,?,,
549,  Paul Hess  ,,F,,10th,-6,90 ,86,,,East Leah,2022.09.25
,  Jeffery Ward  ,Michelle Peterson,,,,,,absent,,,123City,not_a_date
,theresa brown,Tonya Barrett,Female,twenty,,42,,absent,0,?,KELLIETON,2025.04.25
552,Samuel Gibbs,unknown,Female,16,,N/A,,absent,40,126,East Annastad,"January 28, 2026"
,John Wong,Alexander Moore,Male,200,BSCS,N/A,,55,17,17,RENEEPORT,
ID_553,kenneth johnson,Brenda Dean,Female,twenty,,,,10,52,119,,not_a_date
ID_554,Timothy Silva,Krystal Fleming,Male,twenty,BSCS,65,69,,,?,West Katelyn,2025.02.17
ID_555,Emily Jones,,,,11th,,90 ,89,,17,Jeannebury,not_a_date
557,MRS. BAILEY BROWN,Shannon Trujillo,Male,twenty,,eighty,90 ,2,,,,not_a_date
558,nancy murphy dds,unknown,Male,-5,BSCS,N/A,43,,50,?,ANNESHIRE,2024.09.16
,,Douglas Mccoy,M,-5,BS-CS,-14,,1,75,?,123City,2025.06.17
560,,unknown,F,200,10th,eighty,90 ,,NULL,,123City,not_a_date
ID_560,cassandra horton,William Krause123,Male,,BSCS,103,91,absent,35,49,,"May 23, 2022"
562,,James Porter,F,,10th,N/A,90 ,absent,,?,,"December 15, 2023"
,,Brooke Gutierrez,unknown,18,11th,eighty,,,3,,123City,"October 30, 2021"
564,,Courtney Wilkerson123,F,-5,BSCS,eighty,106,64,83,,New Brian,not_a_date
,scott dixon,Sarah Torres,M,-5,10th,eighty,103,absent,,?,Prattbury,2023.02.27
566,  Samantha Hughes  ,unknown,Female,twenty,11th,eighty,,-5,NULL,150,123City,21/11/2025
567,DEBBIE MOLINA,Lauren Wood123,Male,-5,bs-cs,71,,absent,6,,CHRISTOPHERBURGH,not_a_date
,,Craig Castillo,M,,BSCS,N/A,-6,absent,,148,West Mark,1988-04-14
569,john schmidt,Mary Klein,Male,twenty,,,90 ,absent,NULL,87,MARKSBERG,"May 04, 2023"
570,John Roberts,unknown,,,10th,eighty,98,,NULL,-42,123City,10/12/2021
571,sarah bryant,Jacob Morales123,,200,10th,N/A,78,,,,,2006-04-16
572,,Heather Gilbert,M,-5,BSCS,,90 ,,,99,123City,01/04/2021
,  Amy Pugh  ,Kendra Johnson,F,twenty,BS-CS,19,,,NULL,?,123City,"April 05, 2024"
574,JEREMIAH YOUNG,unknown,F,200,BSCS,N/A,62,absent,,?,,1999-03-19
575,,,,-5,,eighty,,24,NULL,?,EAST MELISSA,"August 07, 2023"
ID_575,,unknown,unknown,twenty,12th,102,90 ,,NULL,,Hatfieldfort,2025.10.05
,CASEY SMITH,Paul Jackson123,Male,,,N/A,127,40,,28,Allenland,
,  Felicia Harmon  ,,,24,12th,98,90 ,,,?,,"July 29, 2021"
ID_578,MARIA DECKER,Brittney Miller,M,200,BSCS,74,,absent,NULL,-47,123City,
ID_579,erika greer,Juan Lloyd,Male,27,BSCS,,90 ,absent,55,,,1975-11-20
581,,,F,,,87,,absent,NULL,,,1989-02-02
582,amber giles,,F,200,11th,,,absent,NULL,,Pruittborough,"January 27, 2026"
583,,unknown,,,12th,67,90 ,,31,?,,not_a_date
ID_583,daniel rodriguez,Victoria Price,Female,,,N/A,90 ,absent,NULL,?,123City,2024.04.04
ID_584,DR. SHANNON ANDERSON,Ashley Maynard MD,,-5,bs-cs,78,7,14,NULL,132,West Brendaside,not_a_date
ID_585,EUGENE FISHER,,M,twenty,,N/A,90 ,-22,,-20,Taraland,16/12/2021
587,lisa blevins,Summer Gould,Female,twenty,11th,,90 ,absent,63,?,,"June 03, 2025"
588,,Amanda Smith MD123,F,twenty,BS-CS,eighty,90 ,,NULL,,123City,22/08/2022
589,  Kerry Coffey  ,unknown,unknown,29,,eighty,90 ,absent,,,COPELANDPORT,not_a_date
590,  Lisa Garcia  ,unknown,F,,,N/A,,absent,NULL,?,East Lindaview,2001-08-04
591,rebecca rodgers,,,29,11th,N/A,111,,NULL,?,,"December 09, 2025"
592,sheila davis,Tammy Anthony,Male,,12th,,,,53,44,,1998-02-17
,michele nichols,Daniel Mason,Male,twenty,BSCS,N/A,90 ,100,,?,123City,not_a_date
594,ANGELA HAWKINS,unknown,M,twenty,,10,108,absent,13,?,WEST PATRICKMOUTH,not_a_date
595,Troy Wilson,unknown,Male,,11th,eighty,21,absent,59,-42,EAST TRACY,not_a_date
596,,Faith Love123,M,200,BS-CS,N/A,,,,?,East Robin,"May 16, 2022"
,Jonathan Hanson,Ann Mccall,,twenty,BSCS,-20,112,absent,NULL,,,2022.10.15
,  Andrea Brewer  ,Cory Cunningham123,,200,,67,,absent,,?,123City,2021.04.20
ID_598,sandra rogers,unknown,,,10th,eighty,72,71,NULL,?,123City,"September 15, 2021"
600,cody nelson,,M,-5,11th,N/A,20,absent,NULL,86,Munozshire,2016-02-25
ID_600,Virginia Clay,Roy Ali,,-5,10th,24,90 ,absent,NULL,144,SOUTH LAUREN,"March 27, 2024"
ID_601,CYNTHIA SULLIVAN,Duane Kelly,,twenty,BS-CS,31,,46,,-27,YOUNGMOUTH,
603,JAMES JACKSON,unknown,,200,10th,N/A,66,,NULL,?,Hunterhaven,not_a_date
,Paul Jackson,Nicholas Williams123,M,twenty,,eighty,,62,,97,,
605,  Kim Glass  ,Jason Gonzales,M,-5,10th,eighty,,,,143,SMITHTON,
,LORI NGUYEN,Toni Jensen,Female,,,,,26,,?,Lake Marcus,2025.03.11
,troy washington,Emily Norris123,unknown,-5,12th,,90 ,81,NULL,,West Michaelport,2025.11.06
ID_607,william chase,,,-5,BSCS,,15,42,58,93,,04/05/2025
609,LINDA MORRIS,Lisa Hughes123,Male,200,BSCS,,,6,50,,,
610,,Andrew Stone123,M,,,eighty,-8,absent,NULL,?,,"December 22, 2023"
